,Phase,Phase #,Date,Day,Plot,Distance,# Evaluators,Start Time,End Time,Encounter time,Height,Zone,Family,Genus,Species,Location (m),Location Type,Behavior,Mass,Body Length,Tail Length,Photo Code,Hyssop Code,Capture Code,Additional Obs,Year,Month,Date2,OPE,Rain,S_fuel,S_hour,S_hr/pp,S_peeps,flights,Temp,Hum,Luna,Elev,Lat,Long
620,DR,3,2015-02-01,2,56,150,4.0,22:25:00,22:55:00,22:50:00,982.0,19L,Leptodactylidae,Adenomera,andreae,0.0,hojarasca,saltando,0.17,8.7,,107-5044/107-5052,3Bd015,,Despejado con presencia de luna llena,2015,2,1,8.0,3.0,150.0,950.0,13.571428571428571,70.0,15.0,19.0,99.0,0.93,976.0,282275,8562940
621,DR,3,2015-02-01,2,56,150,4.0,22:25:00,22:55:00,22:49:00,983.0,19L,Leptodactylidae,Adenomera,andreae,0.3,hoja,alerta,0.07,8.2,,107-5053/107-5055,3Bd016,,Despejado con presencia de luna llena,2015,2,1,8.0,3.0,150.0,950.0,13.571428571428571,70.0,15.0,19.0,99.0,0.93,976.0,282275,8562940
622,DR,3,2015-02-01,2,56,150,4.0,22:25:00,22:55:00,22:55:00,1027.0,19L,Craugastoridae,Pristimantis,danae,0.2,hoja,atento,0.05,8.5,,107-5035/107-5042,3Bd014,,Despejado con presencia de luna llena,2015,2,1,8.0,3.0,150.0,950.0,13.571428571428571,70.0,15.0,19.0,99.0,0.93,976.0,282275,8562940
623,EC,1,2014-06-25,7,51,150,3.0,22:30:00,23:10:00,22:31:00,1002.508972,19L,Bufonidae,Rhinella,tacana,0.5,en hoja,activo,3.47,33.55,,,Bd131,,En hoja de plantula leñosa,2014,6,25,4.0,5.5,0.0,980.0,11.529411764705882,85.0,3.0,20.0,101.0,0.05,1005.5,282114,8562656
624,EC,1,2014-06-25,7,51,150,3.0,22:30:00,23:10:00,23:00:00,997.020264,19L,Craugastoridae,Pristimantis,danae,0.8,en tallo delgado,activo,1.15,24.75,,,Bd132,,,2014,6,25,4.0,5.5,0.0,980.0,11.529411764705882,85.0,3.0,20.0,101.0,0.05,1005.5,282114,8562656
625,AB,5,2016-07-12,5,30,500,6.0,22:32:00,22:52:00,23:50:00,926.0,19L,Leptodactylidae,Adenomera,andreae,0.0,suelo,saltando,,,,,,,Se escapo,2016,7,12,2.0,0.0,100.0,0.0,0.0,99.0,0.0,21.5,,0.52,938.0,281912,8563030
626,AB,5,2016-07-12,5,30,500,6.0,22:32:00,22:52:00,23:43:00,926.0,19L,Craugastoridae,Noblella,sp,0.0,suelo,saltando,0.1,9.6,,,5Bd077,,,2016,7,12,2.0,0.0,100.0,0.0,0.0,99.0,0.0,21.5,,0.52,938.0,281912,8563030
627,RI,4,2015-07-18,5,62,50,4.0,22:33:00,23:03:00,23:00:00,1047.939697,19L,Hylidae,Hypsiboas,sp nov,1.6,rama,alerta,6.2,46.4,,,4Bd082,154483,,2015,7,18,6.0,0.0,196.0,1243.0,11.0,113.0,4.0,18.5,101.924,0.05,1050.5,282215,8562499
628,RI,4,2015-07-18,5,62,50,4.0,22:33:00,23:03:00,22:47:00,1048.775757,19L,Bufonidae,Rhinella,tacana,0.7,hoja,cantando,1.77,26.5,,,4Bd079,,,2015,7,18,6.0,0.0,196.0,1243.0,11.0,113.0,4.0,18.5,101.924,0.05,1050.5,282215,8562499
629,RI,4,2015-07-18,5,62,50,4.0,22:33:00,23:03:00,22:37:00,1052.718506,19L,Bufonidae,Rhinella,tacana,0.7,hoja,alerta,1.3,23.5,,,4Bd081,,,2015,7,18,6.0,0.0,196.0,1243.0,11.0,113.0,4.0,18.5,101.924,0.05,1050.5,282215,8562499
630,RI,4,2015-07-18,5,62,50,4.0,22:33:00,23:03:00,22:47:00,1042.0,19L,Bufonidae,Rhinella,tacana,0.2,hoja,alerta,0.66,16.5,,,4Bd080,,,2015,7,18,6.0,0.0,196.0,1243.0,11.0,113.0,4.0,18.5,101.924,0.05,1050.5,282215,8562499
631,LC,2,2014-10-01,6,27,500,3.0,22:35:00,23:15:00,23:13:00,,19L,Craugastoridae,Pristimantis,aff altamazonica,210.0,sobre hoja,activo,1.7,29.3,,,2Bd097,154387,,2014,10,1,15.0,0.0,503.0,2390.0,11.16822429906542,214.0,23.0,20.75,98.05,0.43,928.0,281839,8562946
632,LC,2,2014-10-04,9,26,500,,22:37:00,23:17:00,23:15:00,,19L,Craugastoridae,Oreobates,amarakaeri,0.0,en hojarasca,saltando,,,,,,,,2014,10,4,15.0,2.0,641.0,2280.0,11.813471502590673,193.0,0.0,18.5,99.002,0.76,934.25,281790,8562864
633,LC,2,2014-10-04,9,26,500,3.0,22:37:00,23:17:00,23:11:00,,,Bufonidae,Rhinella,tacana,110.0,sobre hoja,atento,1.41,37.1,,,2Bd114,,,2014,10,4,15.0,2.0,641.0,2280.0,11.813471502590673,193.0,0.0,18.5,99.002,0.76,934.25,281790,8562864
634,AB,5,2016-07-15,7,45,250,5.0,22:39:00,23:03:00,22:50:00,974.0,19L,Plethodontidae,Bolitoglossa,cf altamazonica,0.1,rama,alerta,1.09,37.4,23.4,,5Bd124,,,2016,7,15,2.0,0.0,105.0,0.0,0.0,100.0,4.0,21.0,,0.78,969.25,282246,8563026
635,AB,5,2016-07-15,7,45,250,5.0,22:39:00,23:03:00,22:54:00,978.0,19L,Leptodactylidae,Adenomera,andreae,0.0,suelo,saltando,0.93,21.2,,,5Bd125,,GPS aproximado,2016,7,15,2.0,0.0,105.0,0.0,0.0,100.0,4.0,21.0,,0.78,969.25,282246,8563026
636,AB,5,2016-07-15,7,45,250,5.0,22:39:00,23:03:00,22:46:00,978.0,19L,Leptodactylidae,Adenomera,andreae,0.0,suelo,activo,0.48,17.0,,,5Bd126,,GPS aproximado,2016,7,15,2.0,0.0,105.0,0.0,0.0,100.0,4.0,21.0,,0.78,969.25,282246,8563026
637,AB,5,2016-07-15,7,45,250,5.0,22:39:00,23:03:00,23:01:00,978.0,19L,Leptodactylidae,Adenomera,andreae,0.0,suelo,activo,0.35,14.9,,,5Bd127,,GPS aproximado,2016,7,15,2.0,0.0,105.0,0.0,0.0,100.0,4.0,21.0,,0.78,969.25,282246,8563026
638,EC,1,2014-06-22,5,42,250,3.0,22:40:00,23:20:00,23:19:00,960.477478,19L,Bufonidae,Rhinella,tacana,1.0,en hoja,activo,1.09,22.58,,,Bd083,,,2014,6,22,4.0,0.0,0.0,900.0,11.11111111111111,81.0,9.0,19.0,103.5,0.25,964.5,282085,8562901
639,EC,1,2014-06-22,5,42,250,3.0,22:40:00,23:20:00,23:15:00,959.580627,19L,Bufonidae,Rhinella,tacana,1.5,en hoja,activo,0.99,24.4,,,Bd084,,,2014,6,22,4.0,0.0,0.0,900.0,11.11111111111111,81.0,9.0,19.0,103.5,0.25,964.5,282085,8562901
640,EC,1,2014-06-24,6,5,1000,3.0,22:40:00,23:20:00,23:01:00,827.770629999999,19L,Craugastoridae,Pristimantis,aff pharangobates,0.2,en hoja de helecho,activo,0.45,18.9,,,Bd102,,,2014,6,24,4.0,0.0,0.0,930.0,11.481481481481481,81.0,10.0,21.0,99.0,0.1,826.25,281467,8563316
641,EC,1,2014-06-22,5,42,250,3.0,22:40:00,23:20:00,23:00:00,961.364685,19L,Craugastoridae,Pristimantis,aff pharangobates,0.5,en hoja,esperando,0.4,18.01,,,Bd082,,A 2m del punto GPS,2014,6,22,4.0,0.0,0.0,900.0,11.11111111111111,81.0,9.0,19.0,103.5,0.25,964.5,282085,8562901
642,EC,1,2014-06-24,6,5,1000,3.0,22:40:00,23:20:00,22:49:00,829.03656,19L,Craugastoridae,Noblella,sp,0.0,en vegetacion cortada,saltando,0.12,9.3,,,Bd104,UNMS 154323,,2014,6,24,4.0,0.0,0.0,930.0,11.481481481481481,81.0,10.0,21.0,99.0,0.1,826.25,281467,8563316
643,EC,1,2014-06-24,6,5,1000,3.0,22:40:00,23:20:00,22:48:00,829.03656,19L,Craugastoridae,Noblella,sp,0.05,en hoja,saltando,0.1,10.01,,,Bd103,,,2014,6,24,4.0,0.0,0.0,930.0,11.481481481481481,81.0,10.0,21.0,99.0,0.1,826.25,281467,8563316
644,EC,1,2014-06-29,11,63,50,3.0,22:42:00,23:22:00,23:19:00,982.879272,19L,Craugastoridae,Pristimantis,aff pharangobates,0.0,en hojarasca,saltando,1.08,23.6,,,Bd188,,,2014,6,29,4.0,11.0,0.0,1020.0,11.590909090909092,88.0,0.0,12.0,104.0,0.03,1019.0,282226,8562574
645,EC,1,2014-06-29,11,63,50,3.0,22:42:00,23:22:00,23:22:00,982.879272,19L,Craugastoridae,Pristimantis,aff pharangobates,0.0,en hojarasca,saltando,0.92,22.48,,,Bd189,,,2014,6,29,4.0,11.0,0.0,1020.0,11.590909090909092,88.0,0.0,12.0,104.0,0.03,1019.0,282226,8562574
646,EC,1,2014-06-29,11,63,50,3.0,22:42:00,23:22:00,23:02:00,1016.028503,19L,Craugastoridae,Pristimantis,gagliardi,0.0,en hojarasca,saltando,0.26,14.5,,,Bd190,,,2014,6,29,4.0,11.0,0.0,1020.0,11.590909090909092,88.0,0.0,12.0,104.0,0.03,1019.0,282226,8562574
647,EC,1,2014-06-29,11,63,50,3.0,22:42:00,23:22:00,23:00:00,1016.028503,19L,Craugastoridae,Pristimantis,gagliardi,0.5,en hojarasca,saltando,0.19,13.55,,,Bd191,,,2014,6,29,4.0,11.0,0.0,1020.0,11.590909090909092,88.0,0.0,12.0,104.0,0.03,1019.0,282226,8562574
648,EC,1,2014-06-29,11,63,50,3.0,22:42:00,23:22:00,22:58:00,1011.972839,19L,Craugastoridae,Pristimantis,danae,0.0,en hojarasca,saltando,,,,,,,Se escapo,2014,6,29,4.0,11.0,0.0,1020.0,11.590909090909092,88.0,0.0,12.0,104.0,0.03,1019.0,282226,8562574
649,LC,2,2014-09-29,4,55,150,3.0,22:45:00,23:25:00,23:13:00,,19L,Craugastoridae,Pristimantis,danae,200.0,en el dosel del bosque,cantando,,,,,,,registro auditivo,2014,9,29,15.0,0.0,462.0,2350.0,11.868686868686869,198.0,15.0,21.0,95.704,0.23,965.75,282204,8562882
650,LC,2,2014-09-30,5,70,50,3.0,22:45:00,23:25:00,23:15:00,,,Bufonidae,Rhinella,tacana,30.0,sobre hoja,alerta,1.75,26.3,,,2Bd086,,,2014,9,30,15.0,0.7,737.0,2150.0,10.804020100502512,199.0,23.0,20.5,98.216,0.33,1041.25,282435,8562787
651,LC,2,2014-09-30,5,70,50,,22:45:00,23:25:00,23:07:00,1047.0,19L,Craugastoridae,Pristimantis,danae,10.0,sobre hoja,atento,1.5,23.4,,,2Bd087,,,2014,9,30,15.0,0.7,737.0,2150.0,10.804020100502512,199.0,23.0,20.5,98.216,0.33,1041.25,282435,8562787
652,LC,2,2014-09-29,4,55,150,,22:45:00,23:25:00,23:20:00,,,Bufonidae,Rhinella,tacana,50.0,sobre hoja de helecho,atento,0.85,22.2,,,2Bd068,,,2014,9,29,15.0,0.0,462.0,2350.0,11.868686868686869,198.0,15.0,21.0,95.704,0.23,965.75,282204,8562882
653,LC,2,2014-09-30,5,70,50,,22:45:00,23:25:00,23:22:00,1045.0,19L,Craugastoridae,Noblella,sp,0.0,en hojarasca,atento,0.19,11.1,,,2Bd088,154386,,2014,9,30,15.0,0.7,737.0,2150.0,10.804020100502512,199.0,23.0,20.5,98.216,0.33,1041.25,282435,8562787
654,DR,3,2015-02-04,5,57,150,4.0,22:45:00,23:15:00,22:54:00,1064.0,19L,Craugastoridae,Pristimantis,diadematus,0.6,hoja,alerta,0.88,25.4,,3755-3767,3Bd093,154429,,2015,2,4,7.0,1.0,165.0,920.0,13.142857142857142,70.0,11.0,20.5,100.0,1.0,985.75,282324,8562954
655,DR,3,2015-02-04,5,57,150,4.0,22:45:00,23:15:00,22:46:00,1062.0,19L,Craugastoridae,Pristimantis,divnae,0.4,hoja,atento,0.5,7.6,,3799-3802,3Bd094,154424,,2015,2,4,7.0,1.0,165.0,920.0,13.142857142857142,70.0,11.0,20.5,100.0,1.0,985.75,282324,8562954
656,DR,3,2015-02-04,5,57,150,4.0,22:45:00,23:15:00,22:41:00,1061.0,19L,Craugastoridae,Pristimantis,aff pharangobates,0.3,hoja,atento,0.22,14.1,,,3Bd095,,,2015,2,4,7.0,1.0,165.0,920.0,13.142857142857142,70.0,11.0,20.5,100.0,1.0,985.75,282324,8562954
657,DR,3,2015-02-04,5,57,150,4.0,22:45:00,23:15:00,22:34:00,1060.0,19L,Craugastoridae,Pristimantis,gagliardi,0.5,hoja,saltando,0.12,10.1,,,3Bd097,,,2015,2,4,7.0,1.0,165.0,920.0,13.142857142857142,70.0,11.0,20.5,100.0,1.0,985.75,282324,8562954
658,DR,3,2015-02-04,5,57,150,4.0,22:45:00,23:15:00,22:50:00,1063.0,19L,Craugastoridae,Pristimantis,ockendeni,0.5,hoja,atento,0.08,9.1,,,3Bd096,,,2015,2,4,7.0,1.0,165.0,920.0,13.142857142857142,70.0,11.0,20.5,100.0,1.0,985.75,282324,8562954
659,LC,2,2014-10-05,10,62,50,5.0,22:45:00,23:10:00,22:50:00,1060.0,19L,Bufonidae,Rhinella,tacana,0.0,en hojarasca,saltando,1.19,25.6,,,2Bd126,,,2014,10,5,15.0,0.0,442.0,2280.0,11.813471502590673,193.0,12.0,21.5,95.704,0.86,1050.5,282215,8562499
660,LC,2,2014-10-05,10,62,50,,22:45:00,23:10:00,22:46:00,,19L,Craugastoridae,Noblella,sp,0.0,en hojarasca,alerta,0.27,13.3,,,2Bd127,,,2014,10,5,15.0,0.0,442.0,2280.0,11.813471502590673,193.0,12.0,21.5,95.704,0.86,1050.5,282215,8562499
661,LC,2,2014-10-05,10,62,50,,22:45:00,23:10:00,23:00:00,,19L,Craugastoridae,Noblella,sp,0.0,en hojarasca,saltando,0.26,12.6,,,2Bd128,,,2014,10,5,15.0,0.0,442.0,2280.0,11.813471502590673,193.0,12.0,21.5,95.704,0.86,1050.5,282215,8562499
662,LC,2,2014-10-03,8,67,50,,22:46:00,23:26:00,23:15:00,1009.0,19L,Craugastoridae,Pristimantis,sp inglenaranja,90.0,sobre hoja,atento,1.7,25.7,,897-936,2Bd105,154391,,2014,10,3,14.0,0.0,549.0,2280.0,11.231527093596059,203.0,9.0,20.5,93.669,0.66,1000.75,282304,8562809
663,LC,2,2014-10-03,8,67,50,3.0,22:46:00,23:26:00,22:52:00,1011.0,19L,Craugastoridae,Pristimantis,danae,0.0,en hojarasca,saltando,1.11,26.0,,,2Bd103,,,2014,10,3,14.0,0.0,549.0,2280.0,11.231527093596059,203.0,9.0,20.5,93.669,0.66,1000.75,282304,8562809
664,LC,2,2014-10-03,8,67,50,,22:46:00,23:26:00,22:49:00,,19L,Craugastoridae,Noblella,sp,0.0,en hojarasca,saltando,0.23,11.4,,937-945,2Bd106,154392,,2014,10,3,14.0,0.0,549.0,2280.0,11.231527093596059,203.0,9.0,20.5,93.669,0.66,1000.75,282304,8562809
665,RI,4,2015-07-15,2,42,250,3.0,22:47:00,23:27:00,23:20:00,943.929077,19L,Bufonidae,Rhinella,tacana,2.5,tronco,cantando,2.21,26.6,,,4Bd044,,,2015,7,15,6.0,0.0,303.0,1254.0,11.0,114.0,11.0,19.0,99.7635,0.01,964.5,282085,8562901
666,RI,4,2015-07-15,2,42,250,3.0,22:47:00,23:27:00,23:17:00,946.071167,19L,Craugastoridae,Pristimantis,danae,1.6,hoja,cantando,1.46,25.9,,,4Bd045,,,2015,7,15,6.0,0.0,303.0,1254.0,11.0,114.0,11.0,19.0,99.7635,0.01,964.5,282085,8562901
667,AB,5,2016-07-08,1,39,250,4.0,22:48:00,23:18:00,22:51:00,979.0,19L,Bufonidae,Rhinella,tacana,1.5,hoja,alerta,1.28,20.3,,,5Bd013,,,2016,7,8,2.0,0.0,80.0,0.0,0.0,99.0,7.0,,,0.16,970.25,282016,8562762
668,AB,5,2016-07-08,1,39,250,4.0,22:48:00,23:18:00,22:55:00,986.0,19L,Centrolenidae,Cochranella,nola,1.0,hoja,alerta,1.18,26.1,,4505-4524,5Bd014,,,2016,7,8,2.0,0.0,80.0,0.0,0.0,99.0,7.0,,,0.16,970.25,282016,8562762
669,RI,4,2015-07-20,7,45,250,4.0,22:48:00,23:18:00,23:10:00,,,Craugastoridae,Pristimantis,danae,1.6,hoja,activo,0.8,20.7,,,4Bd099,,,2015,7,20,6.0,0.0,110.0,1188.0,11.0,108.0,5.0,21.0,101.924,0.16,969.25,282246,8563026
670,RI,4,2015-07-20,7,45,250,4.0,22:48:00,23:18:00,23:15:00,,,Leptodactylidae,Adenomera,andreae,0.0,hojarasca,saltando,0.7,18.2,,,4Bd100,,,2015,7,20,6.0,0.0,110.0,1188.0,11.0,108.0,5.0,21.0,101.924,0.16,969.25,282246,8563026
671,AB,5,2016-07-08,1,39,250,4.0,22:48:00,23:18:00,22:58:00,977.0,19L,Craugastoridae,Pristimantis,aff pharangobates,0.3,hoja,alerta,0.5,19.5,,4445-4454,5Bd015,22256,,2016,7,8,2.0,0.0,80.0,0.0,0.0,99.0,7.0,,,0.16,970.25,282016,8562762
672,AB,5,2016-07-08,1,39,250,4.0,22:48:00,23:18:00,23:04:00,979.0,19L,Craugastoridae,Pristimantis,aff pharangobates,0.3,hoja,alerta,0.44,22.5,,4463-4474,5Bd016,22254,,2016,7,8,2.0,0.0,80.0,0.0,0.0,99.0,7.0,,,0.16,970.25,282016,8562762
673,EC,1,2014-06-27,9,26,500,3.0,22:50:00,23:30:00,22:59:00,928.509154999999,19L,Craugastoridae,Pristimantis,danae,0.0,en hojarasca,esperando,2.74,31.5,,,Bd158,,Cerca al punto GPS,2014,6,27,5.0,3.0,0.0,1020.0,11.590909090909092,88.0,0.0,20.0,99.0,0.0,934.25,281790,8562864
674,EC,1,2014-06-26,8,53,150,3.0,22:50:00,23:30:00,23:10:00,983.473145,19L,Craugastoridae,Pristimantis,danae,1.0,en tallo delgado,saltando,1.51,26.1,,,Bd149,,,2014,6,26,4.0,0.0,0.0,1020.0,11.590909090909092,88.0,5.0,20.0,102.0,0.01,989.0,282155,8562771
675,DR,3,2015-01-31,1,44,250,3.0,22:50:00,23:30:00,22:55:00,967.0,19L,Leptodactylidae,Adenomera,andreae,0.0,hojarasca,saltando,1.15,23.2,,,3Bd007,,La lluvia paro,2015,1,31,8.0,0.0,192.0,950.0,13.571428571428571,70.0,39.0,19.0,100.0,0.87,963.25,282179,8563016
676,EC,1,2014-06-27,9,26,500,3.0,22:50:00,23:30:00,23:05:00,927.782043,19L,Bufonidae,Rhinella,tacana,1.4,en hoja,atento,0.9,20.4,,,Bd159,,,2014,6,27,5.0,3.0,0.0,1020.0,11.590909090909092,88.0,0.0,20.0,99.0,0.0,934.25,281790,8562864
677,EC,1,2014-06-26,8,53,150,3.0,22:50:00,23:30:00,23:30:00,986.928711,19L,Craugastoridae,Pristimantis,aff pharangobates,0.2,en hoja,saltando,0.5,18.4,,,Bd150,,,2014,6,26,4.0,0.0,0.0,1020.0,11.590909090909092,88.0,5.0,20.0,102.0,0.01,989.0,282155,8562771
678,EC,1,2014-06-26,8,53,150,3.0,22:50:00,23:30:00,23:15:00,984.56073,19L,Craugastoridae,Pristimantis,aff pharangobates,0.0,en hojarasca,saltando,0.45,18.05,,,Bd151,,,2014,6,26,4.0,0.0,0.0,1020.0,11.590909090909092,88.0,5.0,20.0,102.0,0.01,989.0,282155,8562771
679,EC,1,2014-06-26,8,53,150,3.0,22:50:00,23:30:00,22:59:00,984.165770999999,19L,Craugastoridae,Noblella,sp,0.1,en hoja,atento,0.12,9.48,,,Bd152,,,2014,6,26,4.0,0.0,0.0,1020.0,11.590909090909092,88.0,5.0,20.0,102.0,0.01,989.0,282155,8562771
680,LC,2,2014-10-07,12,43,250,,22:50:00,23:20:00,23:00:00,,19L,Craugastoridae,Noblella,sp,0.0,en hojarasca,saltando,,,,,,,se escapo,2014,10,7,15.0,0.0,452.0,2320.0,12.020725388601036,193.0,9.0,21.0,103.356,0.98,960.75,282155,8562946
681,LC,2,2014-10-06,11,51,150,4.0,22:50:00,23:20:00,23:05:00,1006.0,19L,Bufonidae,Rhinella,tacana,0.0,en hojarasca,saltando,1.33,27.6,,,2Bd147,,,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,20.5,101.184,0.93,1005.5,282114,8562656
682,LC,2,2014-10-06,11,51,150,,22:50:00,23:20:00,23:18:00,,19L,Leptodactylidae,Adenomera,andreae,0.0,en hojarasca,saltando,0.62,18.2,,,2Bd148,,sin lineas,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,20.5,101.184,0.93,1005.5,282114,8562656
683,LC,2,2014-10-07,12,43,250,4.0,22:50:00,23:20:00,23:15:00,982.0,19L,Craugastoridae,Pristimantis,gagliardi,70.0,sobre hoja,alerta,0.36,12.36,,,2Bd161,,,2014,10,7,15.0,0.0,452.0,2320.0,12.020725388601036,193.0,9.0,21.0,103.356,0.98,960.75,282155,8562946
684,AB,5,2016-07-12,5,29,500,6.0,22:50:00,23:10:00,23:07:00,936.0,19L,Bufonidae,Rhinella,gr margaritifera,0.0,suelo,saltando,5.37,42.0,,,5Bd075,,,2016,7,12,2.0,0.0,100.0,0.0,0.0,99.0,0.0,21.5,,0.52,934.0,281882,8562972
685,AB,5,2016-07-12,5,29,500,6.0,22:50:00,23:10:00,23:00:00,929.0,19L,Leptodactylidae,Adenomera,andreae,0.0,suelo,saltando,0.89,21.5,,,5Bd076,,GPS aproximado,2016,7,12,2.0,0.0,100.0,0.0,0.0,99.0,0.0,21.5,,0.52,934.0,281882,8562972
686,EC,1,2014-06-18,1,55,150,3.0,22:53:00,23:40:00,23:03:00,978.133362,19L,Bufonidae,Rhinella,tacana,1.2,en un arbol,activo,1.13,25.5,,,Bd014,,,2014,6,18,4.0,0.0,0.0,820.0,24.0,32.0,10.0,18.0,98.5,0.68,965.75,282204,8562882
687,RI,4,2015-07-21,8,65,50,5.0,22:53:00,23:17:00,23:00:00,,,Bufonidae,Rhinella,tacana,1.5,rama,alerta,3.4,30.7,,,4Bd122,,,2015,7,21,6.0,0.0,700.0,1188.0,11.0,108.0,1.0,16.0,103.347,0.23,1001.75,282245,8562702
688,AB,5,2016-09-07,2,57,150,5.0,22:57:00,23:21:00,23:13:00,989.0,19L,Leptodactylidae,Adenomera,andreae,0.0,suelo,saltando,0.92,21.5,,,5Bd033,,GPS aproximado,2016,9,7,2.0,0.0,80.0,0.0,0.0,67.0,0.0,20.75,,0.24,985.75,282324,8562954
689,LC,2,2014-09-27,2,53,150,,23:00:00,23:40:00,23:10:00,983.0,19L,Hylidae,Hypsiboas,sp nov,200.0,sobre rama delgada,atento,9.65,55.0,,255-265,2Bd036,154365,,2014,9,27,15.0,4.5,303.0,2350.0,12.176165803108809,193.0,1.0,20.5,100.9385,0.08,989.0,282155,8562771
690,LC,2,2014-09-27,2,53,150,,23:00:00,23:40:00,23:10:00,,19L,Hylidae,Hypsiboas,sp nov,50.0,sobre hoja,atento,6.85,45.2,,266-271,2Bd035,154364,,2014,9,27,15.0,4.5,303.0,2350.0,12.176165803108809,193.0,1.0,20.5,100.9385,0.08,989.0,282155,8562771
691,EC,1,2014-06-30,12,70,50,3.0,23:00:00,23:40:00,23:22:00,1013.898438,19L,Hylidae,Hypsiboas,sp nov,0.0,en roca de quebrada,cantando,6.72,44.75,,,Bd218,,Macho,2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,15.0,104.0,0.08,1041.25,282435,8562787
692,EC,1,2014-06-30,12,70,50,3.0,23:00:00,23:40:00,23:18:00,1031.89160199999,19L,Hylidae,Hypsiboas,sp nov,0.0,en roca de quebrada,cantando,4.93,39.35,,,Bd219,,Macho,2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,15.0,104.0,0.08,1041.25,282435,8562787
693,EC,1,2014-06-30,12,70,50,3.0,23:00:00,23:40:00,23:40:00,1025.362427,19L,Bufonidae,Rhinella,tacana,0.4,en hoja,atento,3.66,37.3,,,Bd225,UNMS 154346,,2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,15.0,104.0,0.08,1041.25,282435,8562787
694,EC,1,2014-06-30,12,70,50,3.0,23:00:00,23:40:00,23:32:00,1038.259277,19L,Craugastoridae,Pristimantis,danae,0.0,en el suelo,saltando,3.64,36.7,,,Bd223,,,2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,15.0,104.0,0.08,1041.25,282435,8562787
695,EC,1,2014-06-30,12,70,50,3.0,23:00:00,23:40:00,23:40:00,1025.362427,19L,Craugastoridae,Pristimantis,danae,0.5,en hoja,activo,2.48,31.65,,,Bd221,,,2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,15.0,104.0,0.08,1041.25,282435,8562787
696,LC,2,2014-09-27,2,53,150,,23:00:00,23:40:00,23:26:00,,,Bufonidae,Rhinella,tacana,70.0,sobre hoja de helecho,activo,1.2,23.9,,,2Bd033,,,2014,9,27,15.0,4.5,303.0,2350.0,12.176165803108809,193.0,1.0,20.5,100.9385,0.08,989.0,282155,8562771
697,LC,2,2014-09-27,2,53,150,3.0,23:00:00,23:40:00,23:20:00,989.0,19L,Bufonidae,Rhinella,tacana,40.0,sobre hoja,cantando,0.95,21.0,,,2Bd032,,,2014,9,27,15.0,4.5,303.0,2350.0,12.176165803108809,193.0,1.0,20.5,100.9385,0.08,989.0,282155,8562771
698,EC,1,2014-06-30,12,70,50,3.0,23:00:00,23:40:00,23:35:00,1019.888855,19L,Leptodactylidae,Adenomera,andreae,0.0,en hojarasca,activo,0.91,20.18,,,Bd222,,"Con 2 lineas, Cerca al punto GPS",2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,15.0,104.0,0.08,1041.25,282435,8562787
699,EC,1,2014-06-30,12,70,50,3.0,23:00:00,23:40:00,23:31:00,1019.888855,19L,Leptodactylidae,Adenomera,andreae,0.0,en hojarasca,atento,0.61,18.5,,,Bd224,,Con 2 lineas/Cerca al punto ,2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,15.0,104.0,0.08,1041.25,282435,8562787
700,EC,1,2014-06-30,12,70,50,3.0,23:00:00,23:40:00,23:39:00,1015.949524,19L,Bufonidae,Rhinella,tacana,0.0,en hojarasca,saltando,0.6,20.91,,,Bd220,,Cerca al punto GPS,2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,15.0,104.0,0.08,1041.25,282435,8562787
701,LC,2,2014-09-27,2,53,150,,23:00:00,23:40:00,23:22:00,990.0,19L,Craugastoridae,Noblella,sp,0.0,en hojarasca,activo,0.06,11.8,,,2Bd034,,,2014,9,27,15.0,4.5,303.0,2350.0,12.176165803108809,193.0,1.0,20.5,100.9385,0.08,989.0,282155,8562771
702,RI,4,2015-07-16,3,69,50,5.0,23:01:00,23:25:00,23:14:00,1016.0,19L,Craugastoridae,Pristimantis,danae,2.0,hoja,activo,1.42,23.4,,,4Bd051,,,2015,7,16,6.0,0.0,623.0,1254.0,11.0,114.0,0.0,17.581,101.924,0.0,1029.0,282374,8562841
703,RI,4,2015-07-16,3,69,50,5.0,23:01:00,23:25:00,23:16:00,,,Craugastoridae,Pristimantis,danae,2.0,hojarasca,cantando,1.32,23.5,,,4Bd052,,,2015,7,16,6.0,0.0,623.0,1254.0,11.0,114.0,0.0,17.581,101.924,0.0,1029.0,282374,8562841
